Timestamp;Open;High;Low;Close;Volume (BTC);Volume (Currency);Weighted Price
2018-03-26 00:00:00;8451.12;8500;7831.15;8149.66;17693.42;145246518.54;8209.07
2018-03-27 00:00:00;8152.26;8211.62;7742.11;7791.7;12385.25;98488415.19;7952.07
2018-03-28 00:00:00;7791.69;8104.98;7723.03;7932.41;8437.64;66890222.86;7927.59
2018-03-29 00:00:00;7932.41;7968;6914.53;7088.38;22138.11;163975079.77;7406.91
2018-03-30 00:00:00;7086.14;7302.35;6550;6850;29101.45;199556780.67;6857.28
2018-03-31 00:00:00;6839.63;7231.73;6794.26;6928.62;11579.6;81326187.47;7023.23
2018-04-01 00:00:00;6926.5;7045.71;6427.16;6813.52;18046.94;121116431.4;6711.19
2018-04-02 00:00:00;6816.31;7106.5;6759.96;7052.76;13624.16;95159965.02;6984.65
2018-04-03 00:00:00;7052.75;7506.84;7001.28;7416.27;16089.54;118019785.63;7335.19
2018-04-04 00:00:00;7415.53;7430;6710.38;6799.95;15779.2;110954121.84;7031.67
2018-04-05 00:00:00;6799.37;6928.7;6578.95;6771.69;11894.54;80262665.41;6747.86
2018-04-06 00:00:00;6771.3;6850;6510;6618.33;8478.42;56294477.9;6639.74
2018-04-07 00:00:00;6627.7;7069.13;6600.99;6904.9;7683.04;52984840.5;6896.34
2018-04-08 00:00:00;6904.21;7104.52;6894.8;7027.26;4352.7;30482451.72;7003.12
2018-04-09 00:00:00;7027.26;7175.83;6611.49;6780.1;10103.92;69104966.97;6839.42
2018-04-10 00:00:00;6782.39;6900;6653.21;6835.67;6480.19;43978750.45;6786.64
2018-04-11 00:00:00;6824.75;6984.92;6809.26;6940.94;5825.41;40165964.26;6894.96
2018-04-12 00:00:00;6940.94;8069.34;6758.45;7923.78;19033.38;143664243.1;7548.02
2018-04-13 00:00:00;7923.78;8239.33;7753.32;7896.92;19605.94;157461506.32;8031.32
2018-04-14 00:00:00;7885.9;8232.14;7835;8000.41;8935.53;71681139.86;8022.03
2018-04-15 00:00:00;8003.39;8417;8001.23;8354.22;7542.84;62269321.05;8255.42
2018-04-16 00:00:00;8353.43;8424.99;7905;8048.15;10866.6;87993966.21;8097.65
2018-04-17 00:00:00;8054.68;8160.85;7806.81;7890.87;9277.15;74462014.27;8026.39
2018-04-18 00:00:00;7890.87;8235;7870.35;8172.84;9227.2;74525247.42;8076.69
2018-04-19 00:00:00;8172.83;8297.99;8074.44;8271.31;9436.85;77478927.09;8210.26
2018-04-20 00:00:00;8273;8934;8216.9;8861;16059.62;136267900.24;8485.12
2018-04-21 00:00:00;8865.78;9023.4;8608;8920.71;15336.31;134950187.05;8799.39
2018-04-22 00:00:00;8924.93;9036.52;8760;8789.96;9346.45;83089020.81;8889.9
2018-04-23 00:00:00;8781.7;9006.39;8771.22;8946.95;10286.12;91446649.76;8890.3
2018-04-24 00:00:00;8942;9737.16;8930;9648;20460.51;190711801.45;9320.97
2018-04-25 00:00:00;9648.36;9755.53;8751;8864.99;33035.9;303220038.56;9178.5
2018-04-26 00:00:00;8855.07;9326.79;8647.29;9274.48;20042.97;178009104.47;8881.37
2018-04-27 00:00:00;9277.32;9387.82;8901.09;8921.43;11375.51;104644754.14;9199.12
2018-04-28 00:00:00;8916.54;9442.34;8854.47;9345.11;15558.4;143728558.95;9238
2018-04-29 00:00:00;9352.97;9538.75;9180;9393.99;10940.72;102349678.47;9354.93
2018-04-30 00:00:00;9396.32;9443.96;9111;9242.17;8085.69;74978446.9;9272.98
2018-05-01 00:00:00;9243.51;9249.99;8815.91;9066.9;12138.26;109028331.07;8982.2
2018-05-02 00:00:00;9066.9;9259.16;8975.23;9222;10575.17;96344037.24;9110.4
2018-05-03 00:00:00;9220;9799.99;9165.19;9732.43;11670.8;109943721.45;9420.41
2018-05-04 00:00:00;9737;9784.73;9527.38;9696.57;7326.05;70716940.7;9652.8
2018-05-05 00:00:00;9689;9948.98;9670.68;9823.28;7403.11;72754286.99;9827.54
2018-05-06 00:00:00;9827.04;9918.41;9375;9623.54;8155.58;78150008.85;9582.4
2018-05-07 00:00:00;9621.99;9634.5;9175;9359.52;13616.35;127010639.85;9327.8
2018-05-08 00:00:00;9356.79;9450;9015;9167.69;11418.31;105415298.03;9232.13
2018-05-09 00:00:00;9181.52;9368.79;8974.62;9308.49;11368.83;104305920.46;9174.72
2018-05-10 00:00:00;9308.49;9393;8987.74;9020.99;11764.98;108645338.13;9234.64
2018-05-11 00:00:00;9007.19;9018.38;8351;8411.42;20383.93;177279927.98;8697.05
2018-05-12 00:00:00;8408.79;8652.8;8208.81;8481.6;15464.93;130051000.66;8409.41
2018-05-13 00:00:00;8481.72;8775.9;8335.56;8696.58;9835.22;84280724.78;8569.27
2018-05-14 00:00:00;8696.54;8900.9;8286.57;8674.36;18861.94;162135043.55;8595.89
2018-05-15 00:00:00;8674.53;8865;8400;8474.99;12391.83;107036084.46;8637.63
2018-05-16 00:00:00;8481.99;8505.33;8100.01;8346.59;12705.12;105058169.86;8268.96
2018-05-17 00:00:00;8337.77;8500;7980;8067.03;8259.12;68210896.57;8258.85
2018-05-18 00:00:00;8058.16;8275.1;7929.53;8248.87;7181.2;58093499.64;8089.66
2018-05-19 00:00:00;8248.99;8395;8141.08;8231.2;3784.08;31243933.28;8256.69
2018-05-20 00:00:00;8225.55;8590;8170.71;8518.48;5315;44509496.32;8374.32
2018-05-21 00:00:00;8518.64;8589.1;8320;8391.76;6126.97;51780405.45;8451.22
2018-05-22 00:00:00;8403.23;8417.65;7951.41;7984.08;9101.06;74532297.79;8189.41
2018-05-23 00:00:00;7983.98;8032.01;7435.49;7502.89;17635.9;136149933.06;7720.04
2018-05-24 00:00:00;7509.99;7733.99;7267.24;7586.88;11648.37;87486613.44;7510.63
2018-05-25 00:00:00;7579.3;7661.07;7328.13;7471.18;10088.84;75352118.7;7468.86
2018-05-26 00:00:00;7459.21;7622.87;7276.04;7335.99;4043.56;30225159.43;7474.89
2018-05-27 00:00:00;7335.99;7412.57;7213.09;7347.39;3144.45;22995002.76;7312.88
2018-05-28 00:00:00;7348.64;7445;7084.99;7112.5;6583.63;47652142.66;7237.97
2018-05-29 00:00:00;7112.2;7537;7026.9;7469.45;11049.92;80814280.45;7313.56
2018-05-30 00:00:00;7469.45;7559;7273.89;7375.73;8940.45;66460464.15;7433.68
2018-05-31 00:00:00;7375.64;7601.23;7330.22;7492.28;7339.01;55144260.57;7513.86
2018-06-01 00:00:00;7492.28;7620.01;7348.45;7435.85;5519.01;41330524.23;7488.76
